"";"X";"ISO";"country";"group";"com_code";"com_name";"com_group";"harvest_production";"storage_transport";"processing";"distribution";"final_consumption"
"228";228;"AFG";"Afghanistan";"SSAsia";"c098";"Buffaloes";"Live animals";0;0;0;0;0
"229";229;"AFG";"Afghanistan";"SSAsia";"c099";"Sheep";"Live animals";0;0;0;0;0
"230";230;"AFG";"Afghanistan";"SSAsia";"c100";"Goats";"Live animals";0;0;0;0;0
"231";231;"AFG";"Afghanistan";"SSAsia";"c101";"Pigs";"Live animals";0;0;0;0;0
"232";232;"AFG";"Afghanistan";"SSAsia";"c102";"Poultry Birds";"Live animals";0;0;0;0;0
"233";233;"AFG";"Afghanistan";"SSAsia";"c103";"Horses";"Live animals";0;0;0;0;0
"234";234;"AFG";"Afghanistan";"SSAsia";"c104";"Asses";"Live animals";0;0;0;0;0
"235";235;"AFG";"Afghanistan";"SSAsia";"c105";"Mules";"Live animals";0;0;0;0;0
"236";236;"AFG";"Afghanistan";"SSAsia";"c106";"Camels";"Live animals";0;0;0;0;0
"237";237;"AFG";"Afghanistan";"SSAsia";"c107";"Camelids, other";"Live animals";0;0;0;0;0
"238";238;"AFG";"Afghanistan";"SSAsia";"c108";"Rabbits and hares";"Live animals";0;0;0;0;0
"239";239;"AFG";"Afghanistan";"SSAsia";"c109";"Rodents, other";"Live animals";0;0;0;0;0
"240";240;"AFG";"Afghanistan";"SSAsia";"c110";"Live animals, other";"Live animals";0;0;0;0;0
"241";241;"AFG";"Afghanistan";"SSAsia";"c111";"Milk - Excluding Butter";"Milk";5,25;9;3;7,5;0,75
"242";242;"AFG";"Afghanistan";"SSAsia";"c112";"Butter, Ghee";"Milk";5,25;9;3;7,5;0,75
"243";243;"AFG";"Afghanistan";"SSAsia";"c113";"Eggs";"Eggs";12;0;0,15;2,25;1,5
"244";244;"AFG";"Afghanistan";"SSAsia";"c114";"Wool (Clean Eq.)";"Hides, skins, wool";0;0;0;0;0
"245";245;"AFG";"Afghanistan";"SSAsia";"c115";"Bovine Meat";"Meat";15;0,6;3,75;3;3
"246";246;"AFG";"Afghanistan";"SSAsia";"c116";"Mutton & Goat Meat";"Meat";15;0,525;3,75;3;3
"247";247;"AFG";"Afghanistan";"SSAsia";"c117";"Pigmeat";"Meat";9;0,69;3,75;3;3
"248";248;"AFG";"Afghanistan";"SSAsia";"c118";"Poultry Meat";"Meat";12;2,7;3,75;3;3
"249";249;"AFG";"Afghanistan";"SSAsia";"c119";"Meat, Other";"Meat";8,4;0,45;3,75;3;3
"250";250;"AFG";"Afghanistan";"SSAsia";"c120";"Offals, Edible";"Meat";8,4;0,45;3,75;3;3
"251";251;"AFG";"Afghanistan";"SSAsia";"c121";"Fats, Animals, Raw";"Animal fats";8,4;0,45;3,75;3;3
"252";252;"AFG";"Afghanistan";"SSAsia";"c122";"Hides and skins";"Hides, skins, wool";0;0;3,75;3;3
"253";253;"AFG";"Afghanistan";"SSAsia";"c123";"Meat Meal";"Meat";8,4;0,45;3,75;3;3
"254";254;"AFG";"Afghanistan";"SSAsia";"c124";"Pet food";"Meat";8,4;0,45;3,75;3;3
"255";255;"AFG";"Afghanistan";"SSAsia";"c125";"Honey";"Honey";10,5;18;12;1,5;0,75
"256";256;"AFG";"Afghanistan";"SSAsia";"c126";"Silk";"Hides, skins, wool";0;0;0;0;0
"257";257;"AFG";"Afghanistan";"SSAsia";"c127";"Fish, Seafood";"Fish";12,3;9;13,5;11,25;1,5
"258";258;"AFG";"Afghanistan";"SSAsia";"c128";"Wood fuel";"Wood";0;0;0;0;0
"259";259;"AFG";"Afghanistan";"SSAsia";"c129";"Industrial roundwood, coniferous";"Wood";0;0;0;0;0
"260";260;"AFG";"Afghanistan";"SSAsia";"c130";"Industrial roundwood, non-coniferous";"Wood";0;0;0;0;0
"261";261;"ALB";"Albania";"Europe";"c001";"Rice (Milled Equivalent)";"Cereals";3;6;10;1,5;18,75
"262";262;"ALB";"Albania";"Europe";"c002";"Wheat and products";"Cereals";3;6;10;1,5;18,75
"263";263;"ALB";"Albania";"Europe";"c003";"Barley and products";"Cereals";3;6;10;1,5;18,75
"264";264;"ALB";"Albania";"Europe";"c004";"Maize and products";"Cereals";3;6;10;1,5;18,75
"265";265;"ALB";"Albania";"Europe";"c005";"Rye and products";"Cereals";3;6;10;1,5;18,75
"266";266;"ALB";"Albania";"Europe";"c006";"Oats";"Cereals";3;6;10;1,5;18,75
"267";267;"ALB";"Albania";"Europe";"c007";"Millet and products";"Cereals";3;6;10;1,5;18,75
"268";268;"ALB";"Albania";"Europe";"c008";"Sorghum and products";"Cereals";3;6;10;1,5;18,75
"269";269;"ALB";"Albania";"Europe";"c009";"Cereals, Other";"Cereals";3;6;10;1,5;18,75
"270";270;"ALB";"Albania";"Europe";"c010";"Potatoes and products";"Roots and tubers";30;13,5;22,5;5,25;12,75
"271";271;"ALB";"Albania";"Europe";"c011";"Cassava and products";"Roots and tubers";30;13,5;22,5;5,25;12,75
"272";272;"ALB";"Albania";"Europe";"c012";"Sweet potatoes";"Roots and tubers";30;13,5;22,5;5,25;12,75
"273";273;"ALB";"Albania";"Europe";"c013";"Roots, Other";"Roots and tubers";30;13,5;22,5;5,25;12,75
"274";274;"ALB";"Albania";"Europe";"c014";"Yams";"Roots and tubers";30;13,5;22,5;5,25;12,75
"275";275;"ALB";"Albania";"Europe";"c015";"Sugar cane";"Sugar crops";3;6;0,75;1,5;18,75
"276";276;"ALB";"Albania";"Europe";"c016";"Sugar beet";"Sugar crops";30;13,5;22,5;5,25;12,75
"277";277;"ALB";"Albania";"Europe";"c017";"Beans";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"278";278;"ALB";"Albania";"Europe";"c018";"Peas";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"279";279;"ALB";"Albania";"Europe";"c019";"Pulses, Other and products";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"280";280;"ALB";"Albania";"Europe";"c020";"Nuts and products";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"281";281;"ALB";"Albania";"Europe";"c021";"Soyabeans";"Oil crops";15;1,5;7,5;0,75;3
"282";282;"ALB";"Albania";"Europe";"c022";"Groundnuts (Shelled Eq)";"Oil crops";15;1,5;7,5;0,75;3
"283";283;"ALB";"Albania";"Europe";"c023";"Sunflower seed";"Oil crops";15;1,5;7,5;0,75;3
"284";284;"ALB";"Albania";"Europe";"c024";"Rape and Mustardseed";"Oil crops";15;1,5;7,5;0,75;3
"285";285;"ALB";"Albania";"Europe";"c025";"Seed cotton";"Oil crops";15;1,5;7,5;0,75;3
"286";286;"ALB";"Albania";"Europe";"c026";"Coconuts - Incl Copra";"Oil crops";15;1,5;7,5;0,75;3
"287";287;"ALB";"Albania";"Europe";"c027";"Sesame seed";"Oil crops";15;1,5;7,5;0,75;3
"288";288;"ALB";"Albania";"Europe";"c028";"Oil, palm fruit";"Oil crops";15;1,5;7,5;0,75;3
"289";289;"ALB";"Albania";"Europe";"c029";"Olives (including preserved)";"Oil crops";15;1,5;7,5;0,75;3
"290";290;"ALB";"Albania";"Europe";"c030";"Oilcrops, Other";"Oil crops";15;1,5;7,5;0,75;3
"291";291;"ALB";"Albania";"Europe";"c031";"Tomatoes and products";"Vegetables, fruit, nuts, pulses, spices";18,75;7,5;3;7,5;14,25
"292";292;"ALB";"Albania";"Europe";"c032";"Onions";"Vegetables, fruit, nuts, pulses, spices";24;7,5;3;7,5;14,25
"293";293;"ALB";"Albania";"Europe";"c033";"Vegetables, Other";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"294";294;"ALB";"Albania";"Europe";"c034";"Oranges, Mandarines";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"295";295;"ALB";"Albania";"Europe";"c035";"Lemons, Limes and products";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"296";296;"ALB";"Albania";"Europe";"c036";"Grapefruit and products";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"297";297;"ALB";"Albania";"Europe";"c037";"Citrus, Other";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"298";298;"ALB";"Albania";"Europe";"c038";"Bananas";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"299";299;"ALB";"Albania";"Europe";"c039";"Plantains";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"300";300;"ALB";"Albania";"Europe";"c040";"Apples and products";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"301";301;"ALB";"Albania";"Europe";"c041";"Pineapples and products";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"302";302;"ALB";"Albania";"Europe";"c042";"Dates";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"303";303;"ALB";"Albania";"Europe";"c043";"Grapes and products (excl wine)";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"304";304;"ALB";"Albania";"Europe";"c044";"Fruits, Other";"Vegetables, fruit, nuts, pulses, spices";30;7,5;3;7,5;14,25
"305";305;"ALB";"Albania";"Europe";"c045";"Coffee and products";"Coffee, tea, cocoa";0;0;0;0;0
"306";306;"ALB";"Albania";"Europe";"c046";"Cocoa Beans and products";"Coffee, tea, cocoa";0;0;0;0;0
"307";307;"ALB";"Albania";"Europe";"c047";"Tea (including mate)";"Coffee, tea, cocoa";0;0;0;0;0
"308";308;"ALB";"Albania";"Europe";"c048";"Hops";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"309";309;"ALB";"Albania";"Europe";"c049";"Pepper";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"310";310;"ALB";"Albania";"Europe";"c050";"Pimento";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"311";311;"ALB";"Albania";"Europe";"c051";"Cloves";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"312";312;"ALB";"Albania";"Europe";"c052";"Spices, Other";"Vegetables, fruit, nuts, pulses, spices";15;1,5;7,5;0,75;3
"313";313;"ALB";"Albania";"Europe";"c053";"Jute";"Fibre crops";0;0;0;0;0
"314";314;"ALB";"Albania";"Europe";"c054";"Jute-Like Fibres";"Fibre crops";0;0;0;0;0
"315";315;"ALB";"Albania";"Europe";"c055";"Soft-Fibres, Other";"Fibre crops";0;0;0;0;0
"316";316;"ALB";"Albania";"Europe";"c056";"Sisal";"Fibre crops";0;0;0;0;0
"317";317;"ALB";"Albania";"Europe";"c057";"Abaca";"Fibre crops";0;0;0;0;0
"318";318;"ALB";"Albania";"Europe";"c058";"Hard Fibres, Other";"Fibre crops";0;0;0;0;0
"319";319;"ALB";"Albania";"Europe";"c059";"Tobacco";"Tobacco, rubber";0;0;0;0;0
"320";320;"ALB";"Albania";"Europe";"c060";"Rubber";"Tobacco, rubber";0;0;0;0;0
"321";321;"ALB";"Albania";"Europe";"c061";"Fodder crops";"Fodder crops, grazing";0;0;0;0;0
"322";322;"ALB";"Albania";"Europe";"c062";"Grazing";"Fodder crops, grazing";0;0;0;0;0
"323";323;"ALB";"Albania";"Europe";"c063";"Cottonseed";"Fibre crops";0;0;0;0;0
"324";324;"ALB";"Albania";"Europe";"c064";"Palm kernels";"Oil crops";0;0;7,5;0,75;3
"325";325;"ALB";"Albania";"Europe";"c065";"Sugar non-centrifugal";"Sugar, sweeteners";0;0;0,75;1,5;18,75
"326";326;"ALB";"Albania";"Europe";"c066";"Molasses";"Sugar, sweeteners";0;0;0,75;1,5;18,75
"327";327;"ALB";"Albania";"Europe";"c067";"Sugar, Refined Equiv";"Sugar, sweeteners";0;0;0,75;1,5;18,75
"328";328;"ALB";"Albania";"Europe";"c068";"Sweeteners, Other";"Sugar, sweeteners";0;0;0,75;1,5;18,75
"329";329;"ALB";"Albania";"Europe";"c069";"Soyabean Oil";"Vegetable oils";0;0;7,5;0,75;3
"330";330;"ALB";"Albania";"Europe";"c070";"Groundnut Oil";"Vegetable oils";0;0;7,5;0,75;3
"331";331;"ALB";"Albania";"Europe";"c071";"Sunflowerseed Oil";"Vegetable oils";0;0;7,5;0,75;3
"332";332;"ALB";"Albania";"Europe";"c072";"Rape and Mustard Oil";"Vegetable oils";0;0;7,5;0,75;3
"333";333;"ALB";"Albania";"Europe";"c073";"Cottonseed Oil";"Vegetable oils";0;0;7,5;0,75;3
"334";334;"ALB";"Albania";"Europe";"c074";"Palmkernel Oil";"Vegetable oils";0;0;7,5;0,75;3
"335";335;"ALB";"Albania";"Europe";"c075";"Palm Oil";"Vegetable oils";0;0;7,5;0,75;3
"336";336;"ALB";"Albania";"Europe";"c076";"Coconut Oil";"Vegetable oils";0;0;7,5;0,75;3
"337";337;"ALB";"Albania";"Europe";"c077";"Sesameseed Oil";"Vegetable oils";0;0;7,5;0,75;3
"338";338;"ALB";"Albania";"Europe";"c078";"Olive Oil";"Vegetable oils";0;0;7,5;0,75;3
"339";339;"ALB";"Albania";"Europe";"c079";"Ricebran Oil";"Vegetable oils";0;0;7,5;0,75;3
"340";340;"ALB";"Albania";"Europe";"c080";"Maize Germ Oil";"Vegetable oils";0;0;7,5;0,75;3
"341";341;"ALB";"Albania";"Europe";"c081";"Oilcrops Oil, Other";"Vegetable oils";0;0;7,5;0,75;3
"342";342;"ALB";"Albania";"Europe";"c082";"Soyabean Cake";"Oil cakes";0;0;7,5;0,75;3
"343";343;"ALB";"Albania";"Europe";"c083";"Groundnut Cake";"Oil cakes";0;0;7,5;0,75;3
"344";344;"ALB";"Albania";"Europe";"c084";"Sunflowerseed Cake";"Oil cakes";0;0;7,5;0,75;3
"345";345;"ALB";"Albania";"Europe";"c085";"Rape and Mustard Cake";"Oil cakes";0;0;7,5;0,75;3
"346";346;"ALB";"Albania";"Europe";"c086";"Cottonseed Cake";"Oil cakes";0;0;7,5;0,75;3
"347";347;"ALB";"Albania";"Europe";"c087";"Palmkernel Cake";"Oil cakes";0;0;7,5;0,75;3
"348";348;"ALB";"Albania";"Europe";"c088";"Copra Cake";"Oil cakes";0;0;7,5;0,75;3
"349";349;"ALB";"Albania";"Europe";"c089";"Sesameseed Cake";"Oil cakes";0;0;7,5;0,75;3
"350";350;"ALB";"Albania";"Europe";"c090";"Oilseed Cakes, Other";"Oil cakes";0;0;7,5;0,75;3
"351";351;"ALB";"Albania";"Europe";"c091";"Wine";"Alcohol";0;0;7,5;0,75;3
"352";352;"ALB";"Albania";"Europe";"c092";"Beer";"Alcohol";0;0;7,5;0,75;3
"353";353;"ALB";"Albania";"Europe";"c093";"Beverages, Fermented";"Alcohol";0;0;7,5;0,75;3
"354";354;"ALB";"Albania";"Europe";"c094";"Beverages, Alcoholic";"Alcohol";0;0;7,5;0,75;3
"355";355;"ALB";"Albania";"Europe";"c095";"Alcohol, Non-Food";"Ethanol";0;0;0;0;0
"356";356;"ALB";"Albania";"Europe";"c096";"Cotton lint";"Fibre crops";0;0;0;0;0
"357";357;"ALB";"Albania";"Europe";"c097";"Cattle";"Live animals";0;0;0;0;0
"358";358;"ALB";"Albania";"Europe";"c098";"Buffaloes";"Live animals";0;0;0;0;0
"359";359;"ALB";"Albania";"Europe";"c099";"Sheep";"Live animals";0;0;0;0;0
"360";360;"ALB";"Albania";"Europe";"c100";"Goats";"Live animals";0;0;0;0;0
"361";361;"ALB";"Albania";"Europe";"c101";"Pigs";"Live animals";0;0;0;0;0
"362";362;"ALB";"Albania";"Europe";"c102";"Poultry Birds";"Live animals";0;0;0;0;0
"363";363;"ALB";"Albania";"Europe";"c103";"Horses";"Live animals";0;0;0;0;0
"364";364;"ALB";"Albania";"Europe";"c104";"Asses";"Live animals";0;0;0;0;0
"365";365;"ALB";"Albania";"Europe";"c105";"Mules";"Live animals";0;0;0;0;0
"366";366;"ALB";"Albania";"Europe";"c106";"Camels";"Live animals";0;0;0;0;0
"367";367;"ALB";"Albania";"Europe";"c107";"Camelids, other";"Live animals";0;0;0;0;0
"368";368;"ALB";"Albania";"Europe";"c108";"Rabbits and hares";"Live animals";0;0;0;0;0
"369";369;"ALB";"Albania";"Europe";"c109";"Rodents, other";"Live animals";0;0;0;0;0
"370";370;"ALB";"Albania";"Europe";"c110";"Live animals, other";"Live animals";0;0;0;0;0
"371";371;"ALB";"Albania";"Europe";"c111";"Milk - Excluding Butter";"Milk";5,25;0,75;1,8;0,375;5,25
"372";372;"ALB";"Albania";"Europe";"c112";"Butter, Ghee";"Milk";5,25;0,75;1,8;0,375;5,25
"373";373;"ALB";"Albania";"Europe";"c113";"Eggs";"Eggs";6;0;0,75;1,5;6
"374";374;"ALB";"Albania";"Europe";"c114";"Wool (Clean Eq.)";"Hides, skins, wool";0;0;0;0;0
"375";375;"ALB";"Albania";"Europe";"c115";"Bovine Meat";"Meat";3,45;0,9195;3,75;3;8,25
"376";376;"ALB";"Albania";"Europe";"c116";"Mutton & Goat Meat";"Meat";15;0,927;7,5;3;8,25
"377";377;"ALB";"Albania";"Europe";"c117";"Pigmeat";"Meat";3,75;0,345;7,5;3;8,25
"378";378;"ALB";"Albania";"Europe";"c118";"Poultry Meat";"Meat";3,75;2,475;7,5;3;8,25
"379";379;"ALB";"Albania";"Europe";"c119";"Meat, Other";"Meat";4,8;1,05;3,75;3;8,25
"380";380;"ALB";"Albania";"Europe";"c120";"Offals, Edible";"Meat";4,8;1,05;3,75;3;8,25
"381";381;"ALB";"Albania";"Europe";"c121";"Fats, Animals, Raw";"Animal fats";4,8;1,05;3,75;3;8,25
"382";382;"ALB";"Albania";"Europe";"c122";"Hides and skins";"Hides, skins, wool";0;0;0;0;0
"383";383;"ALB";"Albania";"Europe";"c123";"Meat Meal";"Meat";4,8;1,05;3,75;3;8,25
"384";384;"ALB";"Albania";"Europe";"c124";"Pet food";"Meat";4,8;1,05;3,75;3;8,25
"385";385;"ALB";"Albania";"Europe";"c125";"Honey";"Honey";15;1,5;7,5;0,75;3
"386";386;"ALB";"Albania";"Europe";"c126";"Silk";"Hides, skins, wool";0;0;0;0;0
"387";387;"ALB";"Albania";"Europe";"c127";"Fish, Seafood";"Fish";14,1;0,75;9;6,75;8,25
"388";388;"ALB";"Albania";"Europe";"c128";"Wood fuel";"Wood";0;0;0;0;0
"389";389;"ALB";"Albania";"Europe";"c129";"Industrial roundwood, coniferous";"Wood";0;0;0;0;0
"390";390;"ALB";"Albania";"Europe";"c130";"Industrial roundwood, non-coniferous";"Wood";0;0;0;0;0
"391";391;"DZA";"Algeria";"NAWCA";"c001";"Rice (Milled Equivalent)";"Cereals";9;12;7;3;9
"392";392;"DZA";"Algeria";"NAWCA";"c002";"Wheat and products";"Cereals";9;12;7;3;9
"393";393;"DZA";"Algeria";"NAWCA";"c003";"Barley and products";"Cereals";9;12;7;3;9
"394";394;"DZA";"Algeria";"NAWCA";"c004";"Maize and products";"Cereals";9;12;7;3;9
"395";395;"DZA";"Algeria";"NAWCA";"c005";"Rye and products";"Cereals";9;12;7;3;9
"396";396;"DZA";"Algeria";"NAWCA";"c006";"Oats";"Cereals";9;12;7;3;9
"397";397;"DZA";"Algeria";"NAWCA";"c007";"Millet and products";"Cereals";9;12;7;3;9
"398";398;"DZA";"Algeria";"NAWCA";"c008";"Sorghum and products";"Cereals";9;12;7;3;9
"399";399;"DZA";"Algeria";"NAWCA";"c009";"Cereals, Other";"Cereals";9;12;7;3;9
"400";400;"DZA";"Algeria";"NAWCA";"c010";"Potatoes and products";"Roots and tubers";9;15;18;1,5;4,5
"401";401;"DZA";"Algeria";"NAWCA";"c011";"Cassava and products";"Roots and tubers";9;15;18;1,5;4,5
"402";402;"DZA";"Algeria";"NAWCA";"c012";"Sweet potatoes";"Roots and tubers";9;15;18;1,5;4,5
"403";403;"DZA";"Algeria";"NAWCA";"c013";"Roots, Other";"Roots and tubers";9;15;18;1,5;4,5
"404";404;"DZA";"Algeria";"NAWCA";"c014";"Yams";"Roots and tubers";9;15;18;1,5;4,5
"405";405;"DZA";"Algeria";"NAWCA";"c015";"Sugar cane";"Sugar crops";9;12;3;3;9
"406";406;"DZA";"Algeria";"NAWCA";"c016";"Sugar beet";"Sugar crops";9;15;18;1,5;4,5
"407";407;"DZA";"Algeria";"NAWCA";"c017";"Beans";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"408";408;"DZA";"Algeria";"NAWCA";"c018";"Peas";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"409";409;"DZA";"Algeria";"NAWCA";"c019";"Pulses, Other and products";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"410";410;"DZA";"Algeria";"NAWCA";"c020";"Nuts and products";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"411";411;"DZA";"Algeria";"NAWCA";"c021";"Soyabeans";"Oil crops";22,5;9;12;1,5;1,5
"412";412;"DZA";"Algeria";"NAWCA";"c022";"Groundnuts (Shelled Eq)";"Oil crops";22,5;9;12;1,5;1,5
"413";413;"DZA";"Algeria";"NAWCA";"c023";"Sunflower seed";"Oil crops";22,5;9;12;1,5;1,5
"414";414;"DZA";"Algeria";"NAWCA";"c024";"Rape and Mustardseed";"Oil crops";22,5;9;12;1,5;1,5
"415";415;"DZA";"Algeria";"NAWCA";"c025";"Seed cotton";"Oil crops";22,5;9;12;1,5;1,5
"416";416;"DZA";"Algeria";"NAWCA";"c026";"Coconuts - Incl Copra";"Oil crops";22,5;9;12;1,5;1,5
"417";417;"DZA";"Algeria";"NAWCA";"c027";"Sesame seed";"Oil crops";22,5;9;12;1,5;1,5
"418";418;"DZA";"Algeria";"NAWCA";"c028";"Oil, palm fruit";"Oil crops";22,5;9;12;1,5;1,5
"419";419;"DZA";"Algeria";"NAWCA";"c029";"Olives (including preserved)";"Oil crops";22,5;9;12;1,5;1,5
"420";420;"DZA";"Algeria";"NAWCA";"c030";"Oilcrops, Other";"Oil crops";22,5;9;12;1,5;1,5
"421";421;"DZA";"Algeria";"NAWCA";"c031";"Tomatoes and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"422";422;"DZA";"Algeria";"NAWCA";"c032";"Onions";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"423";423;"DZA";"Algeria";"NAWCA";"c033";"Vegetables, Other";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"424";424;"DZA";"Algeria";"NAWCA";"c034";"Oranges, Mandarines";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"425";425;"DZA";"Algeria";"NAWCA";"c035";"Lemons, Limes and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"426";426;"DZA";"Algeria";"NAWCA";"c036";"Grapefruit and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"427";427;"DZA";"Algeria";"NAWCA";"c037";"Citrus, Other";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"428";428;"DZA";"Algeria";"NAWCA";"c038";"Bananas";"Vegetables, fruit, nuts, pulses, spices";41,25;15;30;11,25;9
"429";429;"DZA";"Algeria";"NAWCA";"c039";"Plantains";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"430";430;"DZA";"Algeria";"NAWCA";"c040";"Apples and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"431";431;"DZA";"Algeria";"NAWCA";"c041";"Pineapples and products";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"432";432;"DZA";"Algeria";"NAWCA";"c042";"Dates";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"433";433;"DZA";"Algeria";"NAWCA";"c043";"Grapes and products (excl wine)";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"434";434;"DZA";"Algeria";"NAWCA";"c044";"Fruits, Other";"Vegetables, fruit, nuts, pulses, spices";25,5;15;30;11,25;9
"435";435;"DZA";"Algeria";"NAWCA";"c045";"Coffee and products";"Coffee, tea, cocoa";0;0;0;0;0
"436";436;"DZA";"Algeria";"NAWCA";"c046";"Cocoa Beans and products";"Coffee, tea, cocoa";0;0;0;0;0
"437";437;"DZA";"Algeria";"NAWCA";"c047";"Tea (including mate)";"Coffee, tea, cocoa";0;0;0;0;0
"438";438;"DZA";"Algeria";"NAWCA";"c048";"Hops";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"439";439;"DZA";"Algeria";"NAWCA";"c049";"Pepper";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"440";440;"DZA";"Algeria";"NAWCA";"c050";"Pimento";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"441";441;"DZA";"Algeria";"NAWCA";"c051";"Cloves";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"442";442;"DZA";"Algeria";"NAWCA";"c052";"Spices, Other";"Vegetables, fruit, nuts, pulses, spices";22,5;9;12;1,5;1,5
"443";443;"DZA";"Algeria";"NAWCA";"c053";"Jute";"Fibre crops";0;0;0;0;0
"444";444;"DZA";"Algeria";"NAWCA";"c054";"Jute-Like Fibres";"Fibre crops";0;0;0;0;0
"445";445;"DZA";"Algeria";"NAWCA";"c055";"Soft-Fibres, Other";"Fibre crops";0;0;0;0;0
"446";446;"DZA";"Algeria";"NAWCA";"c056";"Sisal";"Fibre crops";0;0;0;0;0
"447";447;"DZA";"Algeria";"NAWCA";"c057";"Abaca";"Fibre crops";0;0;0;0;0
"448";448;"DZA";"Algeria";"NAWCA";"c058";"Hard Fibres, Other";"Fibre crops";0;0;0;0;0
"449";449;"DZA";"Algeria";"NAWCA";"c059";"Tobacco";"Tobacco, rubber";0;0;0;0;0
"450";450;"DZA";"Algeria";"NAWCA";"c060";"Rubber";"Tobacco, rubber";0;0;0;0;0
"451";451;"DZA";"Algeria";"NAWCA";"c061";"Fodder crops";"Fodder crops, grazing";0;0;0;0;0
"452";452;"DZA";"Algeria";"NAWCA";"c062";"Grazing";"Fodder crops, grazing";0;0;0;0;0
"453";453;"DZA";"Algeria";"NAWCA";"c063";"Cottonseed";"Fibre crops";0;0;0;0;0
"454";454;"DZA";"Algeria";"NAWCA";"c064";"Palm kernels";"Oil crops";0;0;12;1,5;1,5
"455";455;"DZA";"Algeria";"NAWCA";"c065";"Sugar non-centrifugal";"Sugar, sweeteners";0;0;3;3;9
"456";456;"DZA";"Algeria";"NAWCA";"c066";"Molasses";"Sugar, sweeteners";0;0;3;3;9
"457";457;"DZA";"Algeria";"NAWCA";"c067";"Sugar, Refined Equiv";"Sugar, sweeteners";0;0;3;3;9
"458";458;"DZA";"Algeria";"NAWCA";"c068";"Sweeteners, Other";"Sugar, sweeteners";0;0;3;3;9
"459";459;"DZA";"Algeria";"NAWCA";"c069";"Soyabean Oil";"Vegetable oils";0;0;12;1,5;1,5
"460";460;"DZA";"Algeria";"NAWCA";"c070";"Groundnut Oil";"Vegetable oils";0;0;12;1,5;1,5
"461";461;"DZA";"Algeria";"NAWCA";"c071";"Sunflowerseed Oil";"Vegetable oils";0;0;12;1,5;1,5
"462";462;"DZA";"Algeria";"NAWCA";"c072";"Rape and Mustard Oil";"Vegetable oils";0;0;12;1,5;1,5
"463";463;"DZA";"Algeria";"NAWCA";"c073";"Cottonseed Oil";"Vegetable oils";0;0;12;1,5;1,5
"464";464;"DZA";"Algeria";"NAWCA";"c074";"Palmkernel Oil";"Vegetable oils";0;0;12;1,5;1,5
"465";465;"DZA";"Algeria";"NAWCA";"c075";"Palm Oil";"Vegetable oils";0;0;12;1,5;1,5
